,score_S,score_G2M,Cell Type,Predicted Cell Type for Custom Sparse Model,Predicted Cell Type for Custom Sparse Model (GBM data),Predicted Cell Type,Predicted Cell Type for Custom Sparse Model (GBM data) 
307,-0.0493082289971583,-0.0545349333416533,Malignant,Malignant,Malignant,Malignant,Malignant
308,-0.0980963020901827,-0.0373752898064844,Malignant,Malignant,Malignant,Malignant,Malignant
309,-0.0929446297346626,-0.0620401851249904,Malignant,Malignant,Malignant,Malignant,Malignant
310,-0.175575107025306,-0.103679529400537,Malignant,Malignant,Malignant,Malignant,Malignant
311,-0.156006144425035,-0.0520396172580894,Malignant,Malignant,Malignant,Malignant,Malignant
312,-0.207868613476836,0.0021515076679546,Malignant,Malignant,Malignant,Malignant,Malignant
313,-0.110263445622257,-0.0946012944717778,Malignant,Malignant,Malignant,Malignant,Malignant
314,-0.0174023244459672,-0.104920937634061,Malignant,Malignant,Malignant,Malignant,Malignant
315,-0.0531212696138046,-0.117855353997441,Malignant,Malignant,Malignant,Malignant,Malignant
316,0.0149911913268674,-0.0685059306266231,Malignant,Malignant,Malignant,Malignant,Malignant
317,-0.0996511953836749,-0.0583252828307565,Malignant,Malignant,Malignant,Malignant,Malignant
318,-0.112029998271669,-0.186278199365083,Malignant,Malignant,Malignant,Malignant,Malignant
319,-0.213934086171658,0.0703785727981506,Malignant,Malignant,Malignant,Malignant,Malignant
320,0.0342426661051404,-0.0172343802024794,Malignant,Malignant,Malignant,Malignant,Malignant
321,-0.134987918488009,-0.0110942501368583,Malignant,Malignant,Malignant,Malignant,Malignant
322,0.0382442807688516,-0.089576609000515,Malignant,Malignant,Malignant,Malignant,Malignant
323,-0.111366554113132,-0.14992605610628,Malignant,Malignant,Malignant,Malignant,Malignant
324,-0.100677086310753,-0.0429369833359886,Malignant,Malignant,Malignant,Malignant,Malignant
325,0.357787341446666,-0.0880369427141307,Malignant,Malignant,Malignant,Malignant,Malignant
326,0.0125098967647771,-0.110610875676994,Malignant,Malignant,Malignant,Malignant,Malignant
327,-0.204224885580297,-0.129999288183422,Malignant,Malignant,Malignant,Malignant,Malignant
328,-0.139649547282724,-0.0821955972976804,Malignant,Malignant,Malignant,Malignant,Malignant
329,-0.119393032862939,-0.215933701290035,Malignant,Malignant,Malignant,Malignant,Malignant
330,0.120297521844369,-0.206829930406051,Malignant,Malignant,Malignant,Malignant,Malignant
331,-0.0830788098404659,1.13076538728444,Malignant,Malignant,Malignant,Malignant,Malignant
332,-0.205959162136933,-0.100334791306717,Malignant,Malignant,Malignant,Malignant,Malignant
333,-0.103410881239422,-0.0934623990129247,Malignant,Malignant,Malignant,Malignant,Malignant
334,-0.252825282640614,-0.0418460532953866,Malignant,Malignant,Malignant,Malignant,Malignant
335,-0.121464565454903,-0.178540566163449,Malignant,Malignant,Malignant,Malignant,Malignant
336,0.747626026169595,0.535361225433848,Malignant,Malignant,Malignant,Malignant,Malignant
337,0.245196043115649,-0.118442038372039,Malignant,Malignant,Malignant,Malignant,Malignant
338,-0.0105516390596723,-0.134286777986941,Malignant,Malignant,Malignant,Malignant,Malignant
339,-0.0431960695569125,-0.134165807453531,Malignant,Malignant,Malignant,Malignant,Malignant
340,0.0919851015440078,-0.0796983860530663,Malignant,Malignant,Malignant,Malignant,Malignant
341,0.601768309258842,0.523517848619831,Malignant,Malignant,Malignant,Malignant,Malignant
342,-0.0548886135919216,-0.160202617507359,Malignant,Malignant,Malignant,Malignant,Malignant
343,-0.133622018544194,-0.136477804862665,Malignant,Malignant,Malignant,Malignant,Malignant
344,-0.0134313637845053,-0.166020595336034,Malignant,Malignant,Malignant,Malignant,Malignant
345,-0.11663693843847,-0.0553949443662836,Malignant,Malignant,Malignant,Malignant,Malignant
346,0.0607969763494046,-0.177698149371379,Malignant,Malignant,Malignant,Malignant,Malignant
347,0.724017064168573,0.505647054231807,Malignant,Malignant,Malignant,Malignant,Malignant
348,-0.0473925854530785,0.0022000497994256,Malignant,Malignant,Malignant,Malignant,Malignant
349,-0.118547986701303,-0.127525934992565,Malignant,Malignant,Malignant,Malignant,Malignant
350,0.424762159281402,0.162533512316261,Malignant,Malignant,Malignant,Malignant,Malignant
351,0.0846138445193928,-0.0714595952575841,Malignant,Malignant,Malignant,Malignant,Malignant
352,-0.0722255589842198,-0.102608034590371,Malignant,Malignant,Malignant,Malignant,Malignant
353,-0.127836059016666,-0.0781789826444464,Malignant,Malignant,Malignant,Malignant,Malignant
354,-0.105999377992221,-0.0796488018311543,Malignant,Malignant,Malignant,Malignant,Malignant
355,0.198939081291082,-0.0795067688566347,Malignant,Malignant,Malignant,Malignant,Malignant
356,-0.0801207726093756,-0.105894876184142,Malignant,Malignant,Malignant,Malignant,Malignant
357,-0.0951287608533854,-0.156374897006024,Malignant,Malignant,Malignant,Malignant,Malignant
358,-0.140557707034737,-0.107744797426775,Malignant,Malignant,Malignant,Malignant,Malignant
359,-0.175433585970344,-0.149792061441621,Malignant,Malignant,Malignant,Malignant,Malignant
360,-0.255883427189226,-0.119409735454867,Malignant,Malignant,Malignant,Malignant,Malignant
361,-0.237371044593803,-0.112506264468091,Malignant,Malignant,Malignant,Malignant,Malignant
362,-0.153680855244118,0.0636585752420299,Malignant,Malignant,Malignant,Malignant,Malignant
363,-0.0893701936008844,0.0002579461035902,Malignant,Malignant,Malignant,Malignant,Malignant
364,-0.0263323731421169,-0.0153762863894198,Malignant,Malignant,Malignant,Malignant,Malignant
365,0.56868187938743,0.598334318383055,Malignant,Malignant,Malignant,Malignant,Malignant
366,-0.059728311388879,-0.123163196174737,Malignant,Malignant,Malignant,Malignant,Malignant
367,0.0050213557766832,0.035749959433866,Malignant,Malignant,Malignant,Malignant,Malignant
368,-0.107492612852821,-0.132885778621885,Malignant,Malignant,Malignant,Malignant,Malignant
369,0.102493493525566,0.473312777618096,Malignant,Malignant,Malignant,Malignant,Malignant
370,-0.219679597020338,-0.0251781997304739,Malignant,Malignant,Malignant,Malignant,Malignant
371,-0.0880938661626544,-0.147354286479161,Malignant,Malignant,Malignant,Malignant,Malignant
372,-0.142220857658931,-0.0955323439971295,Malignant,Malignant,Malignant,Malignant,Malignant
373,-0.0817697165014498,-0.154448916868299,Malignant,Malignant,Malignant,Malignant,Malignant
374,-0.115435551535564,-0.0141533242517075,Malignant,Malignant,Malignant,Malignant,Malignant
375,0.0808923265069375,0.011469730516613,Malignant,Malignant,Malignant,Malignant,Malignant
376,-0.141308983945162,-0.132466408003301,Malignant,Malignant,Malignant,Malignant,Malignant
377,0.11424582710141,0.112566348783039,Malignant,Malignant,Malignant,Malignant,Malignant
378,0.721922335964398,0.324056485698474,Malignant,Malignant,Malignant,Malignant,Malignant
379,0.0352489757229689,-0.102645260929165,Malignant,Malignant,Malignant,Malignant,Malignant
380,-0.150640242372905,-0.0397500099522667,Malignant,Malignant,Malignant,Malignant,Malignant
381,0.313315575576402,-0.0119746300192734,Malignant,Malignant,Malignant,Malignant,Malignant
382,-0.0175248222923641,-0.105403806371689,Malignant,Malignant,Malignant,Malignant,Malignant
383,-0.137694737865082,0.0031318569099416,Malignant,Malignant,Malignant,Malignant,Malignant
384,-0.0906518017792048,-0.0537208721519713,Malignant,Malignant,Malignant,Malignant,Malignant
385,-0.0904017250871106,-0.0940174852009734,Malignant,Malignant,Malignant,Malignant,Malignant
386,-0.22036915921019,-0.06618024328516,Malignant,Malignant,Malignant,Malignant,Malignant
387,-0.157257186177787,-0.100927106503899,Malignant,Malignant,Malignant,Malignant,Malignant
388,-0.160330448488327,-0.11742279343448,Malignant,Malignant,Malignant,Malignant,Malignant
389,0.845447867075577,0.178550144236724,Malignant,Malignant,Malignant,Malignant,Malignant
390,-0.103865660309957,-0.0001956179921456,Malignant,Malignant,Malignant,Malignant,Malignant
391,-0.117816653746798,0.0215437079677379,Malignant,Malignant,Malignant,Malignant,Malignant
392,-0.120438047692771,-0.218973503509026,Malignant,Malignant,Malignant,Malignant,Malignant
393,-0.184758832392098,-0.0505423287725953,Malignant,Malignant,Malignant,Malignant,Malignant
394,0.0107490953194661,-0.0689488072367162,Malignant,Malignant,Malignant,Malignant,Malignant
395,-0.0463482368695697,-0.0542612504639149,Malignant,Malignant,Malignant,Malignant,Malignant
396,-0.134984009269577,-0.0742559806456616,Malignant,Malignant,Malignant,Malignant,Malignant
397,0.0161449041655794,-0.138250809006487,Malignant,Malignant,Malignant,Malignant,Malignant
398,-0.0710658094837001,-0.180011914341005,Malignant,Malignant,Malignant,Malignant,Malignant
399,-0.185989456002191,-0.14531741153601,Malignant,Malignant,Malignant,Malignant,Malignant
400,-0.148904647521012,-0.0390970664152222,Malignant,Malignant,Malignant,Malignant,Malignant
401,-0.220623572128378,-0.10510324407998,Malignant,Malignant,Malignant,Malignant,Malignant
402,-0.14870649543645,-0.0020925009932527,Malignant,Malignant,Malignant,Malignant,Malignant
403,0.397290840368394,-0.0011133699612296,Malignant,Malignant,Malignant,Malignant,Malignant
404,-0.172847475439841,-0.15728124434065,Malignant,Malignant,Malignant,Malignant,Malignant
405,-0.0354249764318056,-0.0389668758560424,Malignant,Malignant,Malignant,Malignant,Malignant
406,-0.0400439532132223,-0.138162624650077,Malignant,Malignant,Malignant,Malignant,Malignant
407,-0.202581777263844,-0.083487174769446,Malignant,Malignant,Malignant,Malignant,Malignant
408,-0.181361694763515,-0.0942154250820712,Malignant,Malignant,Malignant,Malignant,Malignant
409,0.59351205226252,0.50116417724932,Malignant,Malignant,Malignant,Malignant,Malignant
410,0.0660265700622482,-0.168197268376382,Malignant,Malignant,Malignant,Malignant,Malignant
411,-0.0797098291073304,-0.0159248890363764,Malignant,Malignant,Malignant,Malignant,Malignant
412,-0.0380778652109162,-0.15591981487807,Malignant,Malignant,Malignant,Malignant,Malignant
413,-0.191462773940224,-0.0652515851395434,Oligodendrocyte,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
414,-0.150369305752259,-0.143114131608404,Malignant,Malignant,Malignant,Malignant,Malignant
415,-0.047213880852442,-0.131681143825709,Oligodendrocyte,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
416,-0.163440059451453,-0.13636215070916,Malignant,Malignant,Malignant,Malignant,Malignant
417,-0.204901534416699,-0.210926020291291,Malignant,Malignant,Malignant,Malignant,Malignant
418,-0.1789717475564,-0.13612948732197,Malignant,Malignant,Malignant,Malignant,Malignant
419,-0.147297003741623,-0.059428426398193,Macrophage,T cells,T cells,T cells,T cells
420,-0.0796627528703664,-0.0896610544842226,Macrophage,T cells,T cells,T cells,T cells
421,-0.190146226191334,-0.0577785768609579,Macrophage,T cells,T cells,T cells,T cells
422,-0.0852268789144146,-0.139991575703448,Malignant,Malignant,Malignant,Malignant,Malignant
423,-0.0214083879510619,-0.0793915783706594,Malignant,Malignant,Malignant,Malignant,Malignant
424,-0.136422513667886,-0.0625484768692435,Macrophage,T cells,T cells,T cells,T cells
425,-0.135305610042142,-0.0540425152850418,Malignant,Malignant,Malignant,Malignant,Malignant
426,-0.1101360429352,-0.214227162431634,Malignant,Malignant,Malignant,Malignant,Malignant
427,-0.0945630866064952,-0.142670854681269,Macrophage,T cells,T cells,T cells,T cells
428,-0.18112877213121,-0.198842813286467,Malignant,Malignant,Malignant,Malignant,Malignant
429,-0.124381168362099,-0.155262273588247,Macrophage,T cells,T cells,T cells,T cells
430,-0.191032360424585,-0.106584965297903,Macrophage,T cells,T cells,T cells,T cells
431,-0.0112247906330352,-0.145751909583164,Malignant,Malignant,Malignant,Malignant,Malignant
432,-0.012171681480816,-0.081183946488345,Malignant,Malignant,Malignant,Malignant,Malignant
433,-0.0854924819694248,-0.174580973443462,Malignant,Malignant,Malignant,Malignant,Malignant
434,0.075888582177108,-0.150031615411907,Malignant,Malignant,Malignant,Malignant,Malignant
435,-0.10638956136982,-0.0830586042344817,Malignant,Malignant,Malignant,Malignant,Malignant
436,-0.202613594352944,-0.196414882792291,Malignant,Malignant,Malignant,Malignant,Malignant
437,-0.153744251877322,-0.196526030978424,Macrophage,T cells,T cells,T cells,T cells
438,-0.149327132331254,-0.125749287215863,Oligodendrocyte,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
439,-0.0448181966992275,-0.167744279201754,Malignant,Malignant,Malignant,Malignant,Malignant
440,-0.239184665420413,-0.247163237161983,Malignant,Malignant,Malignant,Malignant,Malignant
441,-0.269313852845641,-0.0549201239753551,Macrophage,T cells,T cells,T cells,T cells
442,-0.183087298330383,-0.0863159586427815,Macrophage,T cells,T cells,T cells,T cells
443,-0.103474906937411,-0.246185973864333,Malignant,Malignant,Malignant,Malignant,Malignant
444,-0.127686288000118,0.0097390010479204,Macrophage,T cells,T cells,T cells,T cells
445,-0.123286698118338,-0.127676038568144,Macrophage,T cells,T cells,T cells,T cells
446,-0.129144748524637,-0.170079436278067,Oligodendrocyte,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
447,-0.0255569961808635,0.056545274939516,Malignant,Malignant,Malignant,Malignant,Malignant
448,-0.248496862061187,-0.159664658428954,Malignant,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
449,-0.0994457889074418,-0.099935591024531,Malignant,Malignant,Malignant,Malignant,Malignant
450,-0.0707843486183236,-0.220023789497267,Malignant,Malignant,Malignant,Malignant,Malignant
451,-0.0209937410496098,-0.116991924007329,Malignant,Malignant,Malignant,Malignant,Malignant
452,-0.114673278811435,-0.155166182925404,Malignant,Malignant,Malignant,Malignant,Malignant
453,-0.269656253777909,-0.223827183494222,Malignant,Malignant,Malignant,Malignant,Malignant
454,-0.10988971887848,-0.19178303744847,Malignant,Malignant,Malignant,Malignant,Malignant
455,-0.0461833227514611,-0.173220736563089,Malignant,Malignant,Malignant,Malignant,Malignant
456,-0.0620748925299267,-0.177197053535292,Malignant,Malignant,Malignant,Malignant,Malignant
457,0.0795977284932513,-0.313458984868443,Malignant,Malignant,Malignant,Malignant,Malignant
458,0.0012390916065235,-0.177938997188728,Malignant,Malignant,Malignant,Malignant,Malignant
459,0.0159676460002079,-0.0319030864487343,Malignant,Malignant,Malignant,Malignant,Malignant
460,-0.178831187011452,-0.145986265149815,Malignant,Malignant,Malignant,Malignant,Malignant
461,-0.153672289885634,-0.120530720128008,Macrophage,T cells,T cells,T cells,T cells
462,-0.227891863642423,-0.208856376843663,Macrophage,T cells,T cells,T cells,T cells
463,-0.0095681747384305,-0.225302663809213,Malignant,Malignant,Malignant,Malignant,Malignant
464,-0.132476641687504,-0.100330614070356,Malignant,Malignant,Malignant,Malignant,Malignant
465,0.0250754907124755,-0.141757068488047,Malignant,Malignant,Malignant,Malignant,Malignant
466,-0.210483418870369,-0.0953959535185069,Macrophage,T cells,T cells,T cells,T cells
467,-0.142271961490871,-0.111343950557952,Macrophage,T cells,T cells,T cells,T cells
468,-0.0533386316885675,-0.101236685489258,Malignant,Malignant,Malignant,Malignant,Malignant
469,-0.218561872349849,-0.108887581508008,Macrophage,T cells,T cells,T cells,T cells
470,-0.152733877044133,-0.128098201559815,Malignant,Malignant,Malignant,Malignant,Malignant
471,-0.184719474917676,-0.180644779220408,Malignant,Malignant,Malignant,Malignant,Malignant
472,-0.0779894906637091,-0.156124149471046,Malignant,Malignant,Malignant,Malignant,Malignant
473,-0.044269134163258,-0.234130142442958,Macrophage,T cells,T cells,T cells,T cells
474,-0.137111264485634,-0.0949777670512672,Macrophage,T cells,T cells,T cells,T cells
475,-0.161651585280956,-0.0699047696399923,Macrophage,T cells,T cells,T cells,T cells
476,-0.0817940706283178,-0.058097735634914,Macrophage,T cells,T cells,T cells,T cells
477,-0.111581477241811,-0.135513569046092,Macrophage,T cells,T cells,T cells,T cells
478,-0.155594045699218,-0.17045156284039,Macrophage,T cells,T cells,T cells,T cells
479,-0.20141031889508,-0.0776136421015035,Macrophage,T cells,T cells,T cells,T cells
480,-0.0892590387238779,-0.0946928170716356,Macrophage,T cells,T cells,T cells,T cells
481,-0.29702738980305,-0.146962810231759,Macrophage,T cells,T cells,T cells,T cells
482,-0.154012529664347,-0.150079592805846,Macrophage,T cells,T cells,T cells,T cells
483,-0.113531689069047,-0.0214516666645105,Macrophage,T cells,T cells,T cells,T cells
484,-0.169833867659378,-0.0825596225859572,Macrophage,T cells,T cells,T cells,T cells
485,-0.246047507050495,-0.0746892153906364,Macrophage,T cells,T cells,T cells,T cells
486,-0.076787940785966,-0.064264463886453,Macrophage,T cells,T cells,T cells,T cells
487,-0.0784109354964308,-0.162734066679718,Macrophage,T cells,T cells,T cells,T cells
488,-0.195151492584433,0.0317002785746764,Macrophage,T cells,T cells,T cells,T cells
489,-0.195361967232085,-0.073223992960721,Macrophage,T cells,T cells,T cells,T cells
490,-0.0470403256183115,-0.0418215067011943,Macrophage,T cells,T cells,T cells,T cells
